person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,interest_burden,Cluster,Default_Probability,Risk_Level,Home Ownership,Loan Purpose,Loan Grade,Default History,Actual Default Status,Cluster_Name,Income Group,Age Group
23,12000,0.0,2100,8.94,0.17,2,0.175,18774.0,2,0.989885,High Risk,RENT,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
23,42000,0.0,10000,15.58,0.24,3,0.238095238095238,155800.0,1,0.9975327,High Risk,RENT,HOMEIMPROVEMENT,D,Y,Default,Medium Risk,Upper Middle Income,20-25
25,39600,9.0,5000,8.88,0.13,3,0.1262626262626262,44400.00000000001,2,0.09090343,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,High Risk,Upper Middle Income,20-25
28,69000,1.0,12000,14.46,0.17,9,0.1739130434782608,173520.0,1,0.9892308,High Risk,RENT,VENTURE,D,N,Default,Medium Risk,Low Income,20-25
22,54625,4.500125527392666,19750,12.69495857596042,0.35875031381848166,2,0.3614515975847581,250437.5407964026,0,0.99987626,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
25,62000,2.0,13000,6.91,0.21,2,0.2096774193548387,89830.0,2,0.055121884,Low Risk,RENT,HOMEIMPROVEMENT,A,N,No Default,High Risk,Low Income,20-25
27,78000,4.0,24000,10.99,0.31,10,0.3076923076923077,263760.0,0,0.9968707,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Low Income,20-25
30,46000,5.0,8000,7.14,0.17,10,0.1739130434782608,57120.0,2,0.06482014,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Upper Middle Income,20-25
24,105000,6.0,25000,10.74,0.24,3,0.238095238095238,268500.0,0,0.11108557,Low Risk,MORTGAGE,EDUCATION,B,N,No Default,Low Risk,High Income,20-25
27,15332,4.392390910881787,2886,8.064090515444025,0.18434601514853036,3,0.18824137345373845,23232.22491855253,2,0.9999764,High Risk,OTHER,MEDICAL,A,N,Default,High Risk,Middle Income,20-25
38,35000,6.0,4800,7.51,0.14,14,0.1371428571428571,36048.0,2,0.0013935242,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Middle Income,25-30
25,60000,3.0,3000,13.47,0.05,3,0.05,40410.0,1,0.016343601,Low Risk,RENT,VENTURE,C,Y,Default,Medium Risk,Low Income,20-25
28,54000,2.0,12000,15.31,0.22,6,0.2222222222222222,183720.0,0,0.9909264,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Low Risk,Upper Middle Income,20-25
26,120000,2.0,10000,5.42,0.08,4,0.0833333333333333,54200.0,2,0.0070410324,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,High Income,20-25
24,60000,0.07302642920823188,20000,10.99,0.33,2,0.3333333333333333,219800.0,0,0.98927397,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Low Income,20-25
24,40000,2.0,6000,10.99,0.15,3,0.15,65940.0,1,0.047661528,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
45,37500,1.0,5000,11.49,0.13,16,0.1333333333333333,57450.0,1,0.19762187,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Middle Income,30-35
28,17353,0.35342171954218315,3129,15.24643497747351,0.18293156560915635,5,0.18061247271575678,47658.34926881933,1,0.9993986,High Risk,OWN,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
26,149747,9.544377137694767,20000,11.229245456794397,0.13227811431152617,3,0.13379678758224617,224584.90913588792,0,0.4307281,Medium Risk,MORTGAGE,EDUCATION,B,N,Default,Low Risk,High Income,20-25
22,17292,2.2356879615707648,5258,15.635383293901715,0.3047137592314153,3,0.3047137592314153,82034.12321789458,1,0.99986315,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Middle Income,20-25
22,27600,5.0,1200,13.06,0.04,2,0.0434782608695652,15672.0,1,0.16550487,Low Risk,RENT,VENTURE,C,N,No Default,Medium Risk,Middle Income,20-25
24,51000,4.0,10000,17.19,0.2,2,0.196078431372549,171900.0,1,0.95698196,High Risk,RENT,DEBTCONSOLIDATION,E,N,Default,Medium Risk,Upper Middle Income,20-25
30,200000,0.0,24250,11.48,0.12,8,0.12125,278390.0,0,0.040373363,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Low Risk,High Income,20-25
22,87800,3.0,15000,11.36,0.17,4,0.1708428246013667,170400.0,0,0.09166312,Low Risk,RENT,MEDICAL,B,N,No Default,Low Risk,High Income,20-25
21,36000,3.0,5000,12.99,0.14,4,0.1388888888888889,64950.0,1,0.1858082,Low Risk,RENT,EDUCATION,C,N,No Default,Medium Risk,Middle Income,20-25
46,60000,10.0,15000,13.49,0.25,17,0.25,202350.0,0,0.038981296,Low Risk,RENT,MEDICAL,C,N,No Default,Low Risk,Low Income,30-35
39,32264,5.264154182829772,10000,10.377358458171702,0.30735845817170226,13,0.3100721122901675,103773.58458171702,0,0.9997805,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Middle Income,25-30
23,30000,2.5408279737348174,3229,14.426295135743167,0.10688758039397775,2,0.10765286710441971,45994.88794258806,1,0.98895234,High Risk,RENT,MEDICAL,C,N,Default,Medium Risk,Middle Income,20-25
23,67868,1.6425898487569728,10000,14.099049401008287,0.14452470050414343,2,0.14739277569148052,140990.49401008288,1,0.999516,High Risk,RENT,MEDICAL,D,Y,Default,Medium Risk,Low Income,20-25
28,60000,10.0,10500,15.27,0.17,6,0.175,160335.0,1,0.15745571,Low Risk,RENT,HOMEIMPROVEMENT,C,Y,No Default,Medium Risk,Low Income,20-25
30,34000,14.0,10000,14.54,0.29,6,0.2941176470588235,145400.0,0,0.90096956,High Risk,RENT,HOMEIMPROVEMENT,D,Y,Default,Low Risk,Middle Income,20-25
40,75000,6.0,7500,12.23,0.1,16,0.1,91725.0,1,0.100645505,Low Risk,MORTGAGE,EDUCATION,C,Y,No Default,Medium Risk,Low Income,25-30
28,28320,4.0,8700,14.61,0.31,8,0.3072033898305085,127107.0,0,0.9966487,High Risk,RENT,VENTURE,D,N,Default,Low Risk,Middle Income,20-25
27,80000,0.0,8000,9.63,0.1,6,0.1,77040.0,2,0.019371308,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,High Risk,High Income,20-25
31,60000,4.0,4200,8.49,0.07,10,0.07,35658.0,2,0.059457254,Low Risk,RENT,HOMEIMPROVEMENT,A,N,No Default,High Risk,Low Income,25-30
25,61800,1.0,4000,7.75,0.06,4,0.0647249190938511,31000.0,2,0.0013989806,Low Risk,OWN,VENTURE,A,N,No Default,High Risk,Low Income,20-25
31,145063,5.412619675059035,8986,15.507965173359496,0.06412619675059035,9,0.061869723081157554,138371.47154556797,1,0.9850294,High Risk,MORTGAGE,EDUCATION,D,N,Default,Medium Risk,High Income,20-25
25,28884,5.708931555294786,14761,7.508919448905839,0.5075744296274566,3,0.5111919579853097,110826.19193123614,0,0.9997563,High Risk,RENT,MEDICAL,A,N,Default,Low Risk,Middle Income,20-25
34,80000,6.0,14000,14.27,0.17,7,0.175,199780.0,0,0.06547138,Low Risk,RENT,EDUCATION,C,Y,No Default,Low Risk,High Income,25-30
25,70000,4.0,6300,10.37,0.09,4,0.09,65330.99999999999,1,0.005051865,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,Low Income,20-25
21,19915,3.9319540483535156,5000,10.99,0.25068045951646484,3,0.2510821910221002,54950.0,1,0.9996488,High Risk,RENT,MEDICAL,B,N,Default,Medium Risk,Middle Income,20-25
23,58650,7.0,5000,8.59,0.07,4,0.0852514919011082,42950.0,2,0.7680803,High Risk,MORTGAGE,MEDICAL,A,N,Default,High Risk,Low Income,20-25
27,120000,4.0,8400,7.14,0.07,8,0.07,59976.0,2,0.002802274,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,High Income,20-25
24,59671,2.023672754959396,3000,13.264971278541474,0.05,3,0.05027804274675687,39794.91383562442,1,0.08507544,Low Risk,RENT,PERSONAL,C,Y,Default,Medium Risk,Low Income,20-25
24,55861,7.995584828216202,15142,11.164708309299305,0.2728445280806177,2,0.27111932822202667,168976.80225817667,0,0.89382553,High Risk,MORTGAGE,MEDICAL,B,N,Default,Low Risk,Low Income,20-25
25,39880,2.179756929023408,13442,13.063152551745063,0.3417975692902341,5,0.3371236944926344,175315.70106961235,0,0.999691,High Risk,OTHER,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
32,49000,3.0,11500,10.99,0.23,9,0.2346938775510204,126385.0,0,0.18109757,Low Risk,MORTGAGE,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,25-30
27,18121,0.0,4298,14.249890932199841,0.23792658618490867,5,0.23714681971985116,61065.91102840948,1,0.989345,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
29,58656,0.0,8000,11.14,0.14,6,0.1363884342607746,89120.0,1,0.39827293,Medium Risk,OWN,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
25,25000,0.0,8500,12.53,0.34,2,0.34,106505.0,0,0.9974636,High Risk,RENT,MEDICAL,C,Y,Default,Low Risk,Middle Income,20-25
41,32132,2.5212439819617716,1630,13.762667533821677,0.05260621990980886,15,0.05069426297395621,22076.119141172483,1,0.97033286,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,30-35
33,99000,8.0,24000,11.36,0.24,7,0.2424242424242424,272640.0,0,0.07707661,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Low Risk,High Income,25-30
29,73785,0.8584737448347668,17570,17.5486456938146,0.23570763127582617,9,0.23807841601126803,307544.13479504135,0,0.9867029,High Risk,OWN,PERSONAL,E,Y,Default,Low Risk,Low Income,20-25
23,120000,7.0,18225,10.99,0.15,3,0.151875,200292.75,0,0.03207305,Low Risk,MORTGAGE,EDUCATION,B,N,No Default,Low Risk,High Income,20-25
22,38004,5.0,12000,10.75,0.32,3,0.3157562361856647,129000.0,0,0.9919451,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Middle Income,20-25
35,115000,1.0,28000,9.91,0.24,6,0.2434782608695652,277480.0,0,0.004080767,Low Risk,RENT,VENTURE,B,N,No Default,Low Risk,High Income,25-30
24,58944,8.442326773578607,4442,7.2373625352023145,0.07163490160367912,3,0.07534189907020308,30409.318050285947,1,0.9808419,High Risk,MORTGAGE,EDUCATION,A,N,Default,Medium Risk,Low Income,20-25
28,31000,6.0,2400,11.49,0.08,6,0.0774193548387096,27576.0,1,0.21761777,Medium Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,Middle Income,20-25
25,29000,4.0,4000,16.29,0.14,4,0.1379310344827586,65160.0,1,0.91962117,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
23,35941,1.3892462559930525,7407,12.812408053116387,0.2075672109000434,2,0.20602637815233998,94542.74121653457,1,0.9987208,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
21,22000,2.0,4000,15.05,0.18,4,0.1818181818181818,60200.0,1,0.45800164,Medium Risk,OWN,DEBTCONSOLIDATION,D,N,No Default,Medium Risk,Middle Income,20-25
30,43000,2.0,14400,6.99,0.33,10,0.3348837209302325,100656.0,0,0.99222684,High Risk,RENT,DEBTCONSOLIDATION,A,N,Default,Low Risk,Upper Middle Income,20-25
24,31423,5.457471466767149,8819,15.170528709320271,0.2815249048892238,3,0.28085003860476504,133721.66243923805,0,0.99914205,High Risk,OTHER,MEDICAL,D,N,Default,Low Risk,Middle Income,20-25
23,50000,3.0,6000,6.92,0.12,2,0.12,41520.0,2,0.02779934,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,20-25
23,12142,3.5761464488814907,2743,9.92232684970309,0.22721834318210385,4,0.22664880176165647,26565.872995484635,1,0.9998456,High Risk,RENT,PERSONAL,A,N,Default,Medium Risk,Middle Income,20-25
28,48500,2.354228933278357,15000,12.919373132001649,0.31,7,0.3092783505154639,193790.59698002474,0,0.99985886,High Risk,RENT,MEDICAL,C,Y,Default,Low Risk,Upper Middle Income,20-25
24,24668,1.6569880971958115,8657,12.298021666392586,0.3499419285831749,2,0.35125371082678825,106395.39023737049,0,0.9998574,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
29,60000,7.0,8500,6.92,0.14,7,0.1416666666666666,58820.0,2,0.022332974,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Low Income,20-25
26,30000,3.1438644472823816,2571,16.488321403320384,0.0857075703514508,7,0.0857075703514508,41965.72637336738,1,0.99705875,High Risk,RENT,HOMEIMPROVEMENT,C,Y,Default,Medium Risk,Middle Income,20-25
33,67000,6.0,25000,10.99,0.37,6,0.373134328358209,274750.0,0,0.15784472,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Low Risk,Low Income,25-30
32,269319,4.526754315482773,23231,17.87648065833739,0.08989298273806891,9,0.08682959113255216,407151.0105499978,0,0.9867411,High Risk,MORTGAGE,EDUCATION,D,Y,Default,Low Risk,High Income,20-25
25,57500,5.0,12275,10.99,0.21,3,0.2134782608695652,134902.25,0,0.2210587,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,C,N,No Default,Low Risk,Low Income,20-25
22,49840,5.888288726785025,7579,15.515181508525444,0.15158815896173566,2,0.15210885831599566,117551.80421731912,1,0.99902,High Risk,MORTGAGE,MEDICAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
22,30092,4.9012436780796635,5170,10.792570616067739,0.17439502528768136,3,0.17169930558896457,55602.911704253085,1,0.9562579,High Risk,RENT,EDUCATION,A,N,Default,Medium Risk,Middle Income,20-25
32,101450,6.608744509193951,25000,12.554349780367758,0.2460874450919395,11,0.24656062973425363,313858.74450919393,0,0.9501681,High Risk,RENT,PERSONAL,C,Y,Default,Low Risk,High Income,20-25
23,33000,0.0,6500,7.51,0.2,2,0.1969696969696969,48815.0,2,0.056037456,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Middle Income,20-25
28,30000,4.0,3900,11.99,0.13,9,0.13,46761.0,1,0.35458568,Medium Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Middle Income,20-25
21,31000,6.0,6000,6.03,0.19,3,0.1935483870967742,36180.0,2,0.06616973,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
29,40000,2.0,7000,14.91,0.17,8,0.175,104370.0,1,0.9782225,High Risk,RENT,VENTURE,D,Y,Default,Medium Risk,Upper Middle Income,20-25
30,65144,9.0,5000,16.35,0.07,6,0.076753039420361,81750.0,1,0.93822396,High Risk,MORTGAGE,MEDICAL,E,Y,Default,Medium Risk,Low Income,20-25
41,480000,3.0,16000,7.9,0.03,17,0.0333333333333333,126400.0,2,0.0052735363,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,30-35
24,20051,4.0,6338,15.125409194253036,0.31935053043767514,2,0.3167900760725539,95846.35458763801,1,0.9972595,High Risk,RENT,HOMEIMPROVEMENT,C,Y,Default,Medium Risk,Middle Income,20-25
28,41000,10.0,1500,14.79,0.04,6,0.0365853658536585,22185.0,1,0.2762155,Medium Risk,RENT,DEBTCONSOLIDATION,C,Y,No Default,Medium Risk,Upper Middle Income,20-25
24,75698,8.296733944869471,6899,13.124951821780897,0.08899533420695638,3,0.09110928949860489,90371.68272607304,1,0.98869544,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Low Income,20-25
23,63641,2.932938424867886,3133,9.087840062071495,0.046333826968915144,3,0.049222803793895833,27723.323460621697,1,0.9996182,High Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,Default,Medium Risk,Low Income,20-25
28,40163,5.410599421689774,15000,11.71,0.3741059942168977,6,0.37347992687955966,175650.0,0,0.99967766,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
39,182500,2.0,12500,5.42,0.07,14,0.0684931506849315,67750.0,2,0.0144249955,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,25-30
27,36000,0.0,8000,13.85,0.22,6,0.2222222222222222,110800.0,1,0.19363569,Low Risk,RENT,DEBTCONSOLIDATION,C,Y,Default,Medium Risk,Middle Income,20-25
22,37392,1.0,12000,10.62,0.32,2,0.3209242618741977,127440.0,0,0.9914486,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Middle Income,20-25
23,37277,2.168247605385446,15000,10.99,0.4008412380269272,4,0.40266172370389414,164850.0,0,0.99997497,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Low Risk,Middle Income,20-25
21,18000,0.6708633545476147,6082,10.868219441182617,0.3365827329090477,3,0.3379046756312831,66083.17444077179,0,0.99969876,High Risk,OWN,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
29,75613,0.02208968916950882,24994,9.991435829796018,0.32988955155415245,8,0.33056083969901534,249729.29091640358,0,0.14524156,Low Risk,OWN,MEDICAL,B,N,Default,Low Risk,Low Income,20-25
22,46000,4.0,11000,7.49,0.24,4,0.2391304347826087,82390.0,2,0.042532057,Low Risk,RENT,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,20-25
31,36000,4.0198512963535205,12160,9.974317620741656,0.33803970259270705,5,0.33779983477372616,121298.14402692275,0,0.9989378,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Middle Income,20-25
27,50101,6.629787151023699,6520,11.793628343445903,0.12765390093060347,4,0.13041501992802532,74755.75375851104,1,0.91672635,High Risk,RENT,MEDICAL,B,N,Default,Medium Risk,Upper Middle Income,20-25
22,18000,0.17158217652407304,4914,8.795898611828887,0.27485253470427784,3,0.2730116062076646,43036.64899914466,1,0.99972934,High Risk,OWN,EDUCATION,A,N,Default,Medium Risk,Middle Income,20-25
31,57000,2.0,7500,12.53,0.13,9,0.131578947368421,93975.0,1,0.121196106,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Low Income,25-30
22,30000,1.116769690712013,9447,11.625925822687352,0.31233539381424025,2,0.3149327018898336,109795.11640077205,0,0.99984884,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Middle Income,20-25
36,22728,4.0,7281,10.822529732004103,0.3181034000643176,14,0.3205870974451699,78762.53665709928,0,0.9987721,High Risk,RENT,MEDICAL,A,N,Default,Low Risk,Middle Income,20-25
27,50000,1.0,3000,7.68,0.06,5,0.06,23040.0,2,0.024167892,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,20-25
34,12000,2.8122375255710557,5328,8.923293294493636,0.44502099795431554,8,0.4440311958922914,45951.923210686575,0,0.9999429,High Risk,OWN,HOMEIMPROVEMENT,A,N,Default,Low Risk,Middle Income,20-25
34,195000,18.0,6000,6.92,0.03,10,0.0307692307692307,41520.0,2,0.01038608,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,High Income,25-30
38,33277,5.655745439301246,11505,11.970738362340606,0.34879095460262033,8,0.3459564962748535,137626.19842341135,0,0.9998534,High Risk,RENT,PERSONAL,C,N,Default,Low Risk,Middle Income,25-30
27,75970,11.925948448386944,5029,8.8969019969612,0.07029620620645224,4,0.06621608646377362,44663.122327296696,2,0.61897284,High Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,Default,High Risk,Low Income,20-25
32,84996,4.0,9000,9.32,0.11,6,0.1058873358746294,83880.0,2,0.0027874121,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,High Income,25-30
21,53155,4.155935151316078,13713,7.939093235790305,0.25752518789471374,2,0.2582077066855831,107207.93351113038,0,0.75814945,High Risk,MORTGAGE,PERSONAL,A,N,Default,Low Risk,Upper Middle Income,20-25
22,63000,2.0,14100,8.0,0.22,2,0.2238095238095238,112800.0,2,0.018680783,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Low Income,20-25
23,45600,7.0,14000,7.9,0.31,3,0.3070175438596491,110600.0,0,0.08147638,Low Risk,OWN,EDUCATION,A,N,No Default,Low Risk,Upper Middle Income,20-25
22,40000,6.077530592215622,14077,13.046812567344267,0.35193826480539053,3,0.35193826480539053,183545.4271414551,0,0.99244773,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
38,56879,4.1541685128935715,28154,18.571436918438526,0.49306241691978925,13,0.4950642860130922,522773.72526323405,0,0.9999372,High Risk,RENT,HOMEIMPROVEMENT,E,N,Default,Low Risk,Low Income,20-25
30,67642,5.0,17000,11.58,0.25,6,0.2513231424263031,196860.0,0,0.10889726,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Low Risk,Low Income,20-25
30,54345,6.559295155915613,25000,15.642203524220422,0.46,7,0.46002023395616826,391055.0881055106,0,0.9842555,High Risk,OWN,EDUCATION,D,Y,Default,Low Risk,Upper Middle Income,20-25
22,60000,6.0,3200,11.71,0.05,2,0.0533333333333333,37472.0,1,0.056090236,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Low Income,20-25
35,66607,7.1898579614904925,4898,13.270386431655362,0.07797464490372624,13,0.07362281412777463,64868.359550256275,1,0.99299276,High Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
25,46484,4.907143004519593,6412,16.54152385471934,0.14030952331826801,5,0.13805493100546912,105702.90472555184,1,0.9946654,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
37,48000,3.0,7500,16.29,0.16,12,0.15625,122175.0,1,0.62459964,High Risk,RENT,MEDICAL,D,Y,No Default,Medium Risk,Upper Middle Income,25-30
21,26400,4.0,7000,14.84,0.27,3,0.2651515151515151,103880.0,1,0.4540056,Medium Risk,RENT,PERSONAL,D,Y,Default,Medium Risk,Middle Income,20-25
23,24385,2.843376777920089,9845,13.784577448481043,0.4045783570389345,5,0.4040723249151299,135645.10603426638,0,0.9999682,High Risk,RENT,EDUCATION,C,N,Default,Low Risk,Middle Income,20-25
24,56100,4.0,4900,15.95,0.07,4,0.0873440285204991,78155.0,1,0.97401094,High Risk,MORTGAGE,MEDICAL,D,Y,Default,Medium Risk,Low Income,20-25
32,70000,3.0,4000,5.79,0.06,5,0.0571428571428571,23160.0,2,0.0005012065,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Low Income,25-30
30,46000,10.0,11200,14.27,0.24,10,0.2434782608695652,159824.0,0,0.121210665,Low Risk,OWN,HOMEIMPROVEMENT,C,Y,No Default,Low Risk,Upper Middle Income,20-25
24,80000,0.0,16000,6.17,0.2,4,0.2,98720.0,2,0.0027133592,Low Risk,OWN,EDUCATION,A,N,No Default,High Risk,High Income,20-25
27,100000,10.0,12000,9.96,0.12,10,0.12,119520.0,2,0.020875048,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,High Risk,High Income,20-25
23,67549,1.2596489008739078,10000,14.10160234066084,0.1458011703304203,2,0.1480882479734228,141016.0234066084,1,0.999516,High Risk,RENT,MEDICAL,D,Y,Default,Medium Risk,Low Income,20-25
28,29000,1.0,6250,12.87,0.22,9,0.2155172413793103,80437.5,1,0.013697953,Low Risk,OWN,VENTURE,C,Y,No Default,Medium Risk,Middle Income,20-25
28,15186,1.9310281421716713,4862,10.797587517284521,0.32,8,0.3201591501097729,52472.07087192038,1,0.9999765,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
33,40000,2.0,6000,12.21,0.15,10,0.15,73260.0,1,0.04568015,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Medium Risk,Upper Middle Income,25-30
25,36000,2.0,13750,13.22,0.38,3,0.3819444444444444,181775.0,0,0.37782118,Medium Risk,MORTGAGE,MEDICAL,C,Y,Default,Low Risk,Middle Income,20-25
24,34900,3.0,5000,11.49,0.14,3,0.1432664756446991,57450.0,1,0.03890707,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Middle Income,20-25
23,83954,7.0,6000,10.99,0.07,2,0.0714677085070395,65940.0,1,0.10149998,Low Risk,RENT,EDUCATION,A,N,No Default,Medium Risk,High Income,20-25
27,29661,5.3639828910225695,1400,8.9,0.05,6,0.047219398322878026,12460.0,2,0.9618612,High Risk,MORTGAGE,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
35,31000,9.0,15000,13.16,0.48,9,0.4838709677419355,197400.0,0,0.646436,High Risk,MORTGAGE,EDUCATION,C,N,No Default,Low Risk,Middle Income,25-30
31,63372,7.0,3000,10.99,0.05,7,0.0473395190304866,32970.0,1,0.054808795,Low Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,Low Income,25-30
24,63996,5.0,6000,10.75,0.09,3,0.0937558597412338,64500.0,1,0.018089226,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,Low Income,20-25
24,49000,2.0,7000,13.17,0.14,4,0.1428571428571428,92190.0,1,0.3321515,Medium Risk,MORTGAGE,VENTURE,D,Y,No Default,Medium Risk,Upper Middle Income,20-25
25,42996,6.0,5000,10.38,0.12,2,0.1162898874313889,51900.00000000001,1,0.17963392,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Upper Middle Income,20-25
25,25000,4.0,17500,14.22,0.7,2,0.7,248850.0,0,0.6719653,High Risk,OWN,MEDICAL,C,N,No Default,Low Risk,Middle Income,20-25
44,80000,3.0,15000,13.11,0.19,16,0.1875,196650.0,0,0.071454465,Low Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,No Default,Low Risk,High Income,30-35
39,80000,0.0,5000,11.22,0.06,13,0.0625,56100.0,1,0.05113277,Low Risk,OWN,MEDICAL,C,N,No Default,Medium Risk,High Income,25-30
22,95000,0.0,10400,5.42,0.11,4,0.1094736842105263,56368.0,2,0.0016999008,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,High Income,20-25
25,61892,4.0,1907,15.617192528379686,0.03345151937610872,4,0.030807156069503693,29330.461611513874,1,0.9585345,High Risk,OTHER,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
26,34000,1.0,5500,13.11,0.16,3,0.1617647058823529,72105.0,1,0.42017138,Medium Risk,RENT,VENTURE,C,N,No Default,Medium Risk,Middle Income,20-25
36,49000,0.0,8000,15.31,0.16,13,0.1632653061224489,122480.0,1,0.9935136,High Risk,RENT,DEBTCONSOLIDATION,D,Y,Default,Medium Risk,Upper Middle Income,25-30
21,31766,5.417335897039369,15000,15.27,0.47349598461776377,2,0.47239165064350397,229050.0,0,0.9998299,High Risk,RENT,MEDICAL,C,Y,Default,Low Risk,Middle Income,20-25
26,92652,4.0,10000,13.23,0.11,2,0.1079307516297543,132300.0,1,0.017215673,Low Risk,RENT,VENTURE,C,Y,No Default,Medium Risk,High Income,20-25
24,60000,4.0,10000,6.54,0.17,2,0.1666666666666666,65400.0,2,0.015976204,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Low Income,20-25
25,33222,8.540166994615474,6065,15.797744639528604,0.1819707128802194,4,0.1825385324773542,95672.63172897694,1,0.97982454,High Risk,MORTGAGE,MEDICAL,C,N,Default,Medium Risk,Middle Income,20-25
25,45988,1.0,5341,6.910216439909259,0.11682098305989107,5,0.11632815018480566,36525.75679538476,2,0.5661203,High Risk,OTHER,HOMEIMPROVEMENT,A,N,Default,High Risk,Upper Middle Income,20-25
25,17077,1.2653800041059449,2746,12.251162070758925,0.15734619995894056,4,0.16063929228595092,33215.483720796554,1,0.9998944,High Risk,RENT,HOMEIMPROVEMENT,C,N,Default,Medium Risk,Middle Income,20-25
